t,x,xdot,theta,thetadot,u,theta_ref,x_hat,theta_hat
10.14,-0.00937091,0.0366373,0.00985903,-0.0476053,0.3204,-0.00125348,0.00091065,0.0060857
10.15,-0.00897535,0.0424729,0.00933501,-0.0572065,0.992023,-0.00421771,-0.0180503,0.0117264
10.16,-0.00845444,0.0616983,0.00858075,-0.0936246,1.40212,-0.00421771,-0.0159434,0.0158305
10.17,-0.00770067,0.0890385,0.00738099,-0.146302,-1.61171,-0.00421771,0.000705321,-0.00243615
10.18,-0.00697482,0.0561693,0.00625605,-0.0788378,0.37319,-0.00421771,-0.00416794,0.00795425
10.19,-0.00637844,0.0631048,0.00540565,-0.09126,0.621268,-0.00421771,0.00323002,0.0100222
10.2,-0.00568796,0.0749882,0.00438093,-0.113698,-2.39172,-0.000324999,-0.0049606,-0.0106262
10.21,-0.00517951,0.0267487,0.00373227,-0.0162087,-0.839519,-0.000324999,0.00643054,-0.00437638
10.22,-0.00499714,0.00974092,0.00374413,0.0185294,-2.26914,-0.000324999,-0.00621456,-0.0152504
10.23,-0.00512712,-0.0357001,0.00438713,0.109963,-1.65566,-0.000324999,-0.00634392,-0.0144725
10.24,-0.00564922,-0.0686994,0.0058193,0.176439,-1.40536,-0.000324999,-0.0178215,-0.0148389
10.25,-0.00647576,-0.096595,0.0078656,0.23283,1.24467,-0.000431837,-0.00525433,0.00142543
10.26,-0.00731639,-0.0715674,0.00994783,0.183786,1.23564,-0.000431837,-0.000441817,0.00402079
10.27,-0.0079087,-0.0469269,0.0115463,0.136052,-2.0422,-0.000431837,0.0123554,-0.0154844
10.28,-0.00858274,-0.0878555,0.0133252,0.219691,2.9316,-0.000431837,-0.0163177,0.0149045
10.29,-0.00916887,-0.029435,0.0149478,0.105072,3.66137,-0.000431837,-0.00656754,0.0246763
10.3,-0.00909978,0.0431852,0.0152856,-0.0372866,0.533273,6.02976e-07,-0.00357418,0.00912068
10.31,-0.00861866,0.0530341,0.0148298,-0.0538655,1.64228,6.02976e-07,-0.00627478,0.0166856
10.32,-0.0079285,0.0849743,0.0139871,-0.114604,1.31299,6.02976e-07,-0.00653246,0.0162858
10.33,-0.00695246,0.110221,0.0126042,-0.161985,0.487322,6.02976e-07,-0.0149358,0.0118895
10.34,-0.00580674,0.118927,0.0109121,-0.176485,1.47868,6.02976e-07,0.00414102,0.0182604
10.35,-0.00447488,0.147432,0.0088756,-0.230818,-0.250277,5.30616e-05,-0.0031537,0.00797349
10.36,-0.00303089,0.141387,0.00664007,-0.216411,0.910115,5.30616e-05,-0.00340056,0.0142614
10.37,-0.00153092,0.158608,0.00431359,-0.248942,-2.52616,5.30616e-05,0.00445504,-0.00821511
10.38,-0.000201747,0.107285,0.00234531,-0.14496,-1.87431,5.30616e-05,-0.0155055,-0.00857623
10.39,0.000680981,0.0693016,0.00127998,-0.0682689,-2.55448,5.30616e-05,-0.0105141,-0.0163288
10.4,0.00111716,0.0179821,0.00111269,0.0346476,1.89082,-0.00215566,-0.0112061,0.0101746
10.41,0.00148526,0.0556036,0.00108358,-0.0403576,0.734122,-0.00215566,-0.000343159,0.00577407
10.42,0.00211314,0.0699633,0.000538111,-0.0687184,0.534663,-0.00215566,-0.0032959,0.00567368
10.43,0.00286444,0.0802934,-0.000250782,-0.0890654,-1.68865,-0.00215566,0.0185364,-0.00835112
10.44,0.00349699,0.046251,-0.000799965,-0.0208987,-0.383646,-0.00215566,0.00349182,-0.00223625
10.45,0.00392038,0.0384338,-0.00093126,-0.00538961,0.645922,0.000278606,-0.00272454,0.00345155
10.46,0.0043686,0.0511992,-0.00111362,-0.0310514,0.195543,0.000278606,0.00631693,0.00146995
10.47,0.00489921,0.0549231,-0.00146198,-0.038626,-1.63523,0.000278606,0.00592178,-0.0104949
10.48,0.00528428,0.022121,-0.00152112,0.0266963,-3.63787,0.000278606,0.00235631,-0.0263445
10.49,0.00514227,-0.0504638,-0.000530346,0.171287,1.42013,0.000278606,0.033401,0.0021875
10.5,0.00478101,-0.021824,0.000893054,0.113544,2.60146,0.0012974,0.00144037,0.0126053
10.51,0.00482306,0.0301819,0.00150768,0.00956536,-1.39898,0.0012974,0.000636184,-0.00982806
10.52,0.00498435,0.00210006,0.00188543,0.0659173,1.07888,0.0012974,0.000151429,0.00453003
10.53,0.00511283,0.0235741,0.00233075,0.0232305,-0.482523,0.0012974,0.00112186,-0.00412931
10.54,0.00529955,0.0137754,0.00266295,0.0431952,-1.90995,0.0012974,0.00850521,-0.0144031
10.55,0.00524597,-0.0244614,0.00347914,0.119966,1.80376,-0.00331159,-0.0151225,0.00910313
10.56,0.00518157,0.0115442,0.0043204,0.0484314,1.21629,-0.00331159,0.0156313,0.00855152
10.57,0.0054175,0.0356173,0.00456752,0.00107612,0.545983,-0.00331159,0.00708657,0.00620347
10.58,0.00582657,0.0461889,0.00447705,-0.0191448,-1.48416,-0.00331159,0.00647965,-0.00643883
10.59,0.00613845,0.0162135,0.00458997,0.0416435,-1.5428,-0.00331159,0.0228625,-0.0090445
10.6,0.00614548,-0.0147849,0.00532019,0.10434,1.36773,0.00168841,0.00623389,0.00663677
10.61,0.00613372,0.0124039,0.00609537,0.0508137,1.01883,0.00268334,0.0192702,0.00609355
10.62,0.00635817,0.0324665,0.00640812,0.0118093,0.4088,0.00268334,0.0175174,0.00331553
10.63,0.00672178,0.0402477,0.00645451,-0.0025064,1.26283,0.00268334,0.0247354,0.00925093
10.64,0.00724825,0.0650248,0.00618809,-0.0507177,2.06755,0.00268334,0.00299625,0.016096
10.65,0.00810223,0.105741,0.00528066,-0.130689,-1.6042,0.00453466,0.0144638,-0.00649147
10.66,0.00899598,0.0730451,0.00430783,-0.0640204,0.637561,0.00453466,0.00780133,0.00510613
10.67,0.00978759,0.0852708,0.00355059,-0.0874271,0.814316,0.00453466,0.00838396,0.0066301
10.68,0.0107189,0.100991,0.00252395,-0.117901,-1.34042,0.00453466,0.0148545,-0.00716576
10.69,0.0115922,0.0736896,0.00162217,-0.0625785,-0.25333,0.00453466,0.0088705,-0.00260485
10.7,0.0123018,0.0682465,0.00105335,-0.0512287,-1.07726,0.00750536,0.0275341,-0.0098653
10.71,0.012875,0.0464171,0.000761129,-0.00729494,0.95916,0.00750536,0.0172312,0.00157912
10.72,0.0134339,0.0653322,0.000499921,-0.044902,1.26052,0.00750536,0.00648824,0.0047103
10.73,0.0142115,0.0901743,-0.000196301,-0.0942999,1.7581,0.00750536,0.0203436,0.00947131
10.74,0.0152867,0.124845,-0.0014847,-0.163334,-1.67597,0.00750536,0.0268682,-0.0114019
10.75,0.0163652,0.0908874,-0.00277749,-0.0953866,0.602842,0.00817465,0.0330139,0.000275675
10.76,0.0173327,0.10261,-0.00384983,-0.119094,0.061548,0.00817465,0.0210284,-0.00293223
10.77,0.0183633,0.103517,-0.00505179,-0.121351,-0.687799,0.00817465,0.0170865,-0.00837359
10.78,0.0193283,0.0895179,-0.00612843,-0.0940689,-0.627447,0.00817465,0.0253973,-0.00947758
10.79,0.02016,0.0768351,-0.00694689,-0.0696967,1.33429,0.00817465,0.0170934,0.00235111
10.8,0.0210612,0.10338,-0.00791499,-0.123887,1.01458,0.00566171,0.0266362,0.00285289
10.81,0.0221954,0.123451,-0.00936039,-0.165197,-2.49465,0.00566171,0.0072829,-0.0192334
10.82,0.0231798,0.073476,-0.0105194,-0.0668029,1.55009,0.00566171,0.0199088,0.00369581
10.83,0.0240696,0.104479,-0.0115066,-0.130601,-0.689133,0.00566171,0.0178106,-0.00882741
10.84,0.0250454,0.0906975,-0.0126841,-0.104994,0.529144,0.00566171,0.0244987,-0.00188522
10.85,0.0260056,0.101331,-0.0138512,-0.128439,-1.27542,0.00546343,0.0277665,-0.0130933
10.86,0.0268919,0.0759605,-0.0148936,-0.0801553,-0.746815,0.00546343,0.0120019,-0.0115558
10.87,0.0275781,0.0613009,-0.0155619,-0.0535897,-0.364317,0.00546343,0.0257042,-0.00998844
10.88,0.0281564,0.0543692,-0.016043,-0.0426552,0.415829,0.00546343,0.025541,-0.00509428
10.89,0.0287435,0.0630506,-0.0165714,-0.0630198,-3.54771,0.00546343,0.00517317,-0.0306348
10.9,0.0290217,-0.00735003,-0.016513,0.0744766,-0.751323,0.00600722,0.0314849,-0.0172605
10.91,0.0288768,-0.0216242,-0.0156429,0.0995551,-0.410377,0.00600722,0.0210525,-0.0154068
10.92,0.0286234,-0.0290619,-0.0145898,0.111088,2.357,0.00600722,0.0252769,0.00317484
10.93,0.0285718,0.0186953,-0.0139723,0.01258,-0.660423,0.00600722,0.0395836,-0.0127237
10.94,0.0286952,0.00599917,-0.0137335,0.0351657,-2.63999,0.00600722,0.0370338,-0.0266422
10.95,0.0284944,-0.0461306,-0.0128747,0.136485,1.40264,0.00638627,0.034693,-0.00339155
10.96,0.0281769,-0.0173952,-0.0118118,0.0762295,0.532509,0.00638627,0.0377201,-0.00640818
10.97,0.028059,-0.00620328,-0.0111741,0.051371,-0.948572,0.00638627,0.0351177,-0.0150963
10.98,0.0279047,-0.0246376,-0.0104878,0.0858638,0.422498,0.00638627,0.0119721,-0.00709596
10.99,0.0277033,-0.0156578,-0.00973053,0.0656567,2.53296,0.00638627,0.0268846,0.00799151
11,0.027802,0.035345,-0.0095944,-0.0382698,0.3746,0.00628442,0.0361342,-0.00233233
11.01,0.0281939,0.0430311,-0.0100628,-0.0553976,0.271153,0.00628442,0.0249298,-0.00262865
11.02,0.0286522,0.0486325,-0.0106817,-0.0684094,0.779764,0.00628442,0.022589,0.000958453
11.03,0.0292173,0.0643743,-0.0115326,-0.101759,-0.926863,0.00628442,0.0290201,-0.00949102
11.04,0.0297692,0.0460266,-0.0123765,-0.0671132,2.76539,0.00628442,0.0463441,0.0134206
11.05,0.0305068,0.101453,-0.0136129,-0.180043,-3.71474,0.00439457,0.0307166,-0.0251945
11.06,0.0311506,0.0273886,-0.0146835,-0.0343444,-1.6779,0.00439457,0.0298714,-0.0175594
11.07,0.0312592,-0.00563384,-0.0147106,0.0288122,0.0533662,0.00439457,0.0286174,-0.00828354
11.08,0.0312113,-0.00395783,-0.0144541,0.022512,-2.07625,0.00439457,0.0529399,-0.0219303
11.09,0.0309674,-0.044781,-0.0138354,0.101144,0.762067,0.00439457,0.0159836,-0.00567365
11.1,0.0305996,-0.0288094,-0.0129987,0.0662807,-0.643299,0.00658207,0.0397466,-0.0139363
11.11,0.0302506,-0.040985,-0.0122279,0.087879,-2.18345,0.00658207,0.0374107,-0.0248164
11.12,0.0296263,-0.0838533,-0.0109338,0.170864,0.360831,0.00658207,0.0316948,-0.0106806
11.13,0.028828,-0.0758066,-0.00931895,0.152213,-2.52122,0.00658207,-0.002214,-0.0286371
11.14,0.0278221,-0.125355,-0.00731289,0.248945,0.130655,0.00658207,0.0304874,-0.01411
11.15,0.0265862,-0.121836,-0.00486958,0.239841,-0.25473,0.00158207,0.0161119,-0.0138858
11.16,0.0253465,-0.126118,-0.00243677,0.246819,0.535816,-0.000155074,0.0155619,-0.00723545
11.17,0.0241425,-0.114704,-8.885e-05,0.222908,0.936334,-0.000155074,0.0301175,-0.00255346
11.18,0.0230919,-0.0954489,0.00194424,0.183861,1.5916,-0.000155074,0.00874648,0.00419669
11.19,0.0222984,-0.0632992,0.00346052,0.119561,2.43571,-0.000155074,0.0275324,0.0129119
11.2,0.0219095,-0.0145317,0.00417012,0.0225366,-1.4455,0.00085384,0.0187914,-0.00930387
11.21,0.0216194,-0.0434601,0.00468845,0.0810664,1.33225,0.00085384,0.0172773,0.00694113
11.22,0.021318,-0.0168519,0.00523644,0.0286361,-1.34742,0.00085384,0.015235,-0.0088289
11.23,0.0210143,-0.0438529,0.00579745,0.0835092,0.35412,0.00085384,0.0234213,0.00040656
11.24,0.0206112,-0.036797,0.0065664,0.0703371,1.59306,0.00085384,0.0172867,0.00931304
11.25,0.0204019,-0.00509184,0.00695814,0.00812378,0.361305,0.00207966,0.0227474,0.00310322
11.26,0.0203858,0.00186835,0.00697648,-0.00443519,-0.0570879,0.00207966,0.0318135,0.00054096
11.27,0.0203973,0.000447458,0.00695324,-0.000220755,1.33936,0.00207966,0.0142009,0.00943259
11.28,0.0205342,0.0268918,0.00669345,-0.0516697,1.71212,0.00207966,0.0249558,0.0136148
11.29,0.020972,0.0606501,0.00584659,-0.117643,0.529912,0.00207966,0.0248906,0.00779434
11.3,0.0216287,0.0706902,0.00457729,-0.136245,2.33732,0.00416551,0.0304475,0.0192289
11.31,0.0225662,0.116785,0.00276055,-0.227051,-0.852575,0.00416551,0.0204148,0.000557608
11.32,0.0236454,0.0990867,0.000673149,-0.190578,-3.41742,0.00416551,0.0422973,-0.0189607
11.33,0.0242925,0.0303947,-0.000542282,-0.0527699,-1.43063,0.00416551,0.0217208,-0.0116658
11.34,0.024453,0.00172858,-0.000783101,0.00450904,0.263468,0.00416551,0.0358533,-0.00271766
11.35,0.0244967,0.00701035,-0.000791654,-0.00620402,-0.0351624,0.00400284,0.0305379,-0.00422969
11.36,0.0245633,0.00630866,-0.000847359,-0.00494157,0.76981,0.00400284,0.00803773,0.00108386
11.37,0.0247032,0.0216705,-0.00105112,-0.0357735,1.70943,0.00400284,0.0314684,0.00849347
11.38,0.0250902,0.055707,-0.00174964,-0.10386,-0.612489,0.00400284,0.0146135,-0.00457572
11.39,0.0255851,0.0432812,-0.00266414,-0.0791188,-1.37307,0.00400284,0.0287987,-0.0109437
11.4,0.0258803,0.0157813,-0.00318178,-0.0245161,0.999336,0.00478708,0.034072,0.00233087
11.41,0.0261381,0.035765,-0.00362949,-0.0649842,-0.754018,0.00478708,0.0170462,-0.00792829
11.42,0.0264203,0.020689,-0.00413116,-0.0354188,0.478757,0.00478708,0.0334658,-0.00103637
11.43,0.0266752,0.0302999,-0.00458494,-0.0553291,-1.96454,0.00478708,0.0145331,-0.0166779
11.44,0.0267823,-0.00885975,-0.00475036,0.0221208,1.26391,0.00478708,0.0541066,0.00180071
11.45,0.026821,0.0165853,-0.00478854,-0.0296815,-0.381983,0.00294594,0.0280301,-0.00648149
11.46,0.0269492,0.00907086,-0.00501447,-0.0155351,-1.15921,0.00294594,0.0325206,-0.012119
11.47,0.026925,-0.0139018,-0.00494481,0.0294015,2.142,0.00294594,0.0239557,0.00833227
11.48,0.0270011,0.029091,-0.00508593,-0.0575016,-0.924794,0.00294594,0.0372931,-0.00860617
11.49,0.0272,0.0106959,-0.00548113,-0.021612,-0.728992,0.00294594,0.025764,-0.00872701
11.5,0.0272349,-0.00368605,-0.0055585,0.00609256,3.52862,0.00350932,0.0302321,0.0184916
11.51,0.0275515,0.0669382,-0.00620921,-0.136051,-0.980932,0.00350932,0.0277405,-0.00617521
11.52,0.0281224,0.0472755,-0.00737715,-0.0976474,0.306431,0.00350932,0.0424884,0.00052357
11.53,0.028626,0.053437,-0.00842096,-0.111143,-0.514042,0.00350932,0.0380432,-0.00471339
11.54,0.0291093,0.0432411,-0.009437,-0.0921423,-2.13817,0.00350932,0.0350498,-0.0165494
11.55,0.029329,0.000737896,-0.00994133,-0.00887258,0.662223,0.00286286,0.0281117,-0.000967252
11.56,0.0294044,0.0143282,-0.0101755,-0.0379349,-1.07721,0.00286286,0.0216284,-0.0113025
11.57,0.0294417,-0.00683901,-0.0103526,0.00244227,-1.88721,0.00286286,0.0135975,-0.0181585
11.58,0.0291871,-0.0440516,-0.00996636,0.0747226,-1.1789,0.00286286,0.0351411,-0.0159308
11.59,0.028632,-0.0669648,-0.00900095,0.118336,1.64223,0.00286286,0.0297243,0.00170897
11.6,0.0281297,-0.0335264,-0.00816251,0.0494916,1.92102,0.00786286,0.0479213,0.00504232
11.61,0.0279886,0.00527185,-0.00806424,-0.0297147,-0.343848,0.0081368,0.037127,-0.00731308
11.62,0.0280084,-0.00130875,-0.00830304,-0.0180746,0.0817713,0.0081368,0.0414402,-0.00533125
11.63,0.0280051,0.000642444,-0.00851115,-0.0235494,-0.989727,0.0081368,0.0119749,-0.0126046
11.64,0.0279143,-0.0187829,-0.0085604,0.0136385,2.49335,0.0081368,0.0311675,0.00891294
11.65,0.0279774,0.0313701,-0.00893403,-0.0882281,-1.58435,0.0031368,0.0225842,-0.0129587
11.66,0.0281338,-5.60719e-05,-0.00950952,-0.0269904,-3.87449,0.000822797,0.0300825,-0.0298844
11.67,0.0277483,-0.0769858,-0.00901921,0.124847,1.1337,0.000822797,0.0308738,-0.00187741
11.68,0.0270953,-0.0536476,-0.0080148,0.0761516,-1.50977,0.000822797,0.0366232,-0.016864
11.69,0.0264109,-0.0831983,-0.00696685,0.1334,0.890712,0.000822797,0.0276374,-0.00243348
11.7,0.0256713,-0.0647577,-0.00582608,0.0948643,-0.44747,0.00296832,0.0297326,-0.00991154
11.71,0.0249817,-0.0731493,-0.00480069,0.110237,1.43808,0.00296832,0.0285344,0.00243591
11.72,0.0243965,-0.0439259,-0.00399687,0.0506514,-0.0139393,0.00296832,0.0169647,-0.00464897
11.73,0.0239577,-0.0438465,-0.00349583,0.0495796,0.683543,0.00296832,0.0263913,0.000156677
11.74,0.0235891,-0.029874,-0.00314391,0.020863,-0.964533,0.00296832,0.0259861,-0.00965874
11.75,0.0231954,-0.0488622,-0.00274884,0.0581145,0.852408,0.00796832,0.0535663,-0.000612487
11.76,0.0227935,-0.0315258,-0.0023446,0.0228041,-1.89173,0.00932478,0.0188228,-0.0182819
11.77,0.0222906,-0.0690336,-0.00174419,0.0971923,-0.237467,0.00932478,0.00989842,-0.0104621
11.78,0.0215786,-0.0733771,-0.000732032,0.105274,3.19424,0.00932478,0.0271237,0.0120146
11.79,0.0211656,-0.00928139,-0.000322452,-0.0231463,-1.73288,0.00932478,0.025441,-0.0161056
11.8,0.0208999,-0.0438119,-0.000208637,0.0458108,0.44774,0.00432478,0.0253737,-0.00299891
11.81,0.0205076,-0.0346736,0.000157203,0.0274015,-1.23463,0.0011454,0.0201066,-0.0123073
11.82,0.0200383,-0.0591562,0.000675734,0.0762551,1.10972,0.0011454,0.0188532,0.00181836
11.83,0.0195588,-0.03677,0.00121397,0.031483,0.424552,0.0011454,0.0198839,-0.000612711
11.84,0.0192341,-0.0281853,0.00144367,0.0144948,3.46332,0.0011454,0.0283475,0.02053
11.85,0.0192983,0.040966,0.000898433,-0.123361,-0.927078,-0.000894901,0.0168526,-0.00277133
11.86,0.019614,0.0222101,-0.000144894,-0.0854088,0.130783,-0.000894901,0.0196055,0.00262826
11.87,0.0198485,0.024692,-0.00102264,-0.0901727,0.995571,-0.000894901,0.037076,0.00849155
11.88,0.0201943,0.0444469,-0.0021215,-0.129592,-0.913003,-0.000894901,0.0185906,-0.00286397
11.89,0.0205468,0.0260725,-0.00323382,-0.0929767,-0.947999,-0.000894901,0.00804099,-0.00470852
11.9,0.0207127,0.00713578,-0.003976,-0.055551,-1.47972,-0.0025633,0.00898348,-0.00918124
11.91,0.0206368,-0.022284,-0.00424042,0.00256775,0.775408,-0.0025633,0.028662,0.00386962
11.92,0.0204927,-0.00656014,-0.00437614,-0.0296703,1.23425,-0.0025633,0.0328757,0.00850657
11.93,0.0205512,0.0182428,-0.00492466,-0.079983,-0.518757,-0.0025633,0.0238042,-0.00109774
11.94,0.0206822,0.00797263,-0.00562541,-0.0602299,-1.21918,-0.0025633,0.0149427,-0.00651326
11.95,0.020641,-0.0161911,-0.00599071,-0.0129188,-0.375152,-0.00257281,0.00678431,-0.00258401
11.96,0.0204431,-0.0233829,-0.00605367,0.000304455,-0.745575,-0.00257281,0.0147944,-0.00531418
11.97,0.0201365,-0.037926,-0.00591115,0.028162,-0.985979,-0.00257281,0.0116642,-0.00769738
11.98,0.0196608,-0.0571978,-0.00544307,0.0654192,0.698559,-0.00257281,0.0187163,0.00248294
11.99,0.0191609,-0.0427884,-0.00493927,0.0354082,-0.865573,-0.00257281,0.00745174,-0.00638226
12,0.0186486,-0.0596733,-0.00442175,0.0680701,-0.0073369,0.00242719,0.0239117,-0.00325585
12.01,0.0180533,-0.0593738,-0.00374941,0.0664306,1.0124,0.00253636,0.0224244,0.00358177
12.02,0.0175628,-0.0387607,-0.00329587,0.0243589,-2.79056,0.00253636,0.0295212,-0.0202013
12.03,0.0168981,-0.0941318,-0.00250228,0.134231,-0.280572,0.00253636,0.0148457,-0.00770652
12.04,0.0159315,-0.0991864,-0.00111393,0.143488,0.771962,0.00253636,-0.00660415,-0.000738653
12.05,0.0150193,-0.0832737,0.000158587,0.11112,4.57076,-0.000232537,0.013619,0.0270254
12.06,0.0146448,0.00828925,0.000352796,-0.0719949,-1.61569,-0.000232537,0.00877797,-0.00703737
12.07,0.014566,-0.0240252,-4.26266e-05,-0.00720488,-1.86474,-0.000232537,0.0148438,-0.0114804
12.08,0.0141401,-0.06113,0.000256371,0.0669068,-0.0531122,-0.000232537,0.0161256,-0.00224527
12.09,0.0135248,-0.0619211,0.000932581,0.0683638,0.0491875,-0.000232537,0.00482013,-0.00140599
12.1,0.0129118,-0.060694,0.00160382,0.0659187,0.617894,-0.00523254,-0.0150334,0.00434342
12.11,0.0123676,-0.0481544,0.0021382,0.0410196,0.0649956,-0.00760745,0.00669983,0.00292096
12.12,0.0118932,-0.0467281,0.00253561,0.0384834,-0.867735,-0.00760745,0.0116763,-0.00263209
12.13,0.0113399,-0.0639307,0.00309433,0.073235,1.7049,-0.00760745,0.00548049,0.0137282
12.14,0.0108716,-0.0297487,0.00348684,0.00538724,-1.26539,-0.00760745,0.00157462,-0.00296512
12.15,0.0104478,-0.0550058,0.00379657,0.0564959,0.299131,-0.00260745,0.00816943,0.00416111
12.16,0.00992808,-0.0489382,0.00430372,0.0449754,-0.900022,-0.000402676,0.020203,-0.00407606
12.17,0.00934912,-0.0668416,0.004936,0.0814556,2.01604,-0.000402676,-0.00299589,0.0138619
12.18,0.00888256,-0.0265092,0.00535091,0.00166484,-0.763072,-0.000402676,0.0242476,-0.00168086
12.19,0.00854078,-0.0418334,0.00552598,0.033311,2.72169,-0.000402676,0.0347646,0.0200867
12.2,0.00839399,0.0124278,0.00532149,-0.0740561,-2.95266,-0.00219606,0.000681972,-0.0132835
12.21,0.00822202,-0.0467681,0.00517911,0.0453945,-0.380939,-0.00219606,0.00467037,-0.00098016
12.22,0.00771636,-0.0543593,0.00571333,0.0614508,2.29709,-0.00219606,0.00306825,0.0163798
12.23,0.00740222,-0.00851099,0.00587411,-0.0291514,-0.755389,-0.00219606,0.00320453,-0.000441428
12.24,0.00724064,-0.02379,0.00574155,0.00258667,0.0955168,-0.00219606,0.0165653,0.00384569
12.25,0.00701164,-0.0220126,0.00575523,0.000153964,1.31524,-0.000668621,0.00499471,0.011497
12.26,0.00692212,0.00408723,0.00550145,-0.0508426,-0.180745,-0.000668621,-0.0141795,0.00324336
12.27,0.00694365,0.000224386,0.00503781,-0.0419201,-1.14216,-0.000668621,0.00536219,-0.00385381
12.28,0.00683076,-0.0227789,0.00485417,0.00511323,1.52989,-0.000668621,0.00319514,0.0119242
12.29,0.00675522,0.0076437,0.00460581,-0.0547057,-0.178639,-0.000668621,0.00903157,0.00268315
12.3,0.00681261,0.00384164,0.00410211,-0.0460698,-1.6455,0.000545833,0.00881886,-0.00812154
12.31,0.00668575,-0.0291825,0.00397631,0.0208037,0.778552,0.000545833,-0.00386153,0.00522387
12.32,0.00647151,-0.0136798,0.00403292,-0.00943188,-2.4069,0.000545833,0.00979689,-0.0149234
12.33,0.0060939,-0.0618011,0.00442381,0.0874831,3.01607,0.000545833,0.00380443,0.0174785
12.34,0.00577759,-0.00151679,0.00469892,-0.0322688,0.0285043,0.000545833,0.0115783,0.0022611
12.35,0.00576429,-0.00114222,0.00437758,-0.0320137,-2.50966,0.00101023,0.0103503,-0.0150633
12.36,0.00550141,-0.0513885,0.00456458,0.0692708,0.19772,0.00101023,0.0172632,-0.0010297
12.37,0.0050076,-0.0473817,0.00522064,0.0619832,0.653347,0.00101023,0.0154375,0.00244936
12.38,0.00459911,-0.0343314,0.00571417,0.0367825,0.670901,0.00101023,-0.0114113,0.00363387
12.39,0.00432244,-0.0210153,0.00595389,0.0112127,-0.302963,0.00101023,-0.00691493,-0.00188368
12.4,0.00408134,-0.0272016,0.00613353,0.0247034,-0.646512,-0.00269242,-0.00355013,-0.00351599
12.41,0.0037442,-0.0402165,0.00651632,0.0518312,0.643617,-0.00269242,0.0152255,0.004338
12.42,0.00340596,-0.0274448,0.00691253,0.0274668,-3.00347,-0.00269242,0.00624732,-0.0187285
12.43,0.00283097,-0.0875041,0.00779401,0.148689,-0.662644,-0.00269242,0.0161115,-0.00741726
12.44,0.00189044,-0.1006,0.0094172,0.175983,2.28504,-0.00269242,-0.00575817,0.0118847
12.45,0.00111322,-0.0548944,0.0107266,0.0860968,1.48094,-0.00346832,-0.00792063,0.0108392
12.46,0.000711354,-0.0255087,0.011303,0.0292913,1.30325,-0.00346832,-0.00192311,0.0121266
12.47,0.000584743,0.000163334,0.0113499,-0.0198383,2.41974,-0.00346832,-0.0196425,0.0215039
12.48,0.000825638,0.0479771,0.0106849,-0.113048,3.27537,-0.00346832,-0.016223,0.0305814
12.49,0.00162899,0.112647,0.00892006,-0.239809,-4.57274,-0.00346832,0.0130531,-0.0174734
12.5,0.0022943,0.0205091,0.00745553,-0.0534418,-0.34635,0.00100627,0.00718642,0.00137627
12.51,0.0024628,0.0131997,0.0070023,-0.0372472,3.5837,0.00100627,0.00589651,0.0265422
12.52,0.0029508,0.0843425,0.00592597,-0.177855,-2.22647,0.00100627,-0.00142217,-0.00728939
12.53,0.00356861,0.0392691,0.00460657,-0.0862214,-1.19761,0.00100627,0.00894167,-0.00467995
12.54,0.00383981,0.0149978,0.00399285,-0.0366254,-2.58014,0.00100627,0.0193674,-0.01615
12.55,0.00373104,-0.0367063,0.004148,0.0675074,3.25774,-0.00121311,-0.000956483,0.019458
12.56,0.0036893,0.0282994,0.00417618,-0.0616761,1.87543,-0.00121311,0.00662478,0.0154548
12.57,0.00415795,0.0654033,0.00319348,-0.134798,-1.69831,-0.00121311,-0.00551504,-0.00578494
12.58,0.00464012,0.0310696,0.00219395,-0.0652574,-1.81062,-0.00121311,-0.00588783,-0.00953009
12.59,0.00476883,-0.00529261,0.00190807,0.00795893,-0.414839,-0.00121311,0.00655975,-0.00305481
12.6,0.00467425,-0.0136172,0.00207264,0.0249367,4.13744,0.000678741,0.00543954,0.0262155
12.61,0.00495104,0.0689045,0.0014986,-0.139524,-1.45514,0.000678741,0.00909901,-0.00486238
12.62,0.00549275,0.0394712,0.000401219,-0.0800897,1.08757,0.000678741,0.0222758,0.00932024
12.63,0.00599493,0.0609521,-0.000612833,-0.122703,-0.524003,0.000678741,-0.00594879,-0.000117749
12.64,0.00655069,0.0502164,-0.00173126,-0.101066,-3.12334,0.000678741,0.00394885,-0.0186735
12.65,0.0067401,-0.0122741,-0.00211728,0.0236557,0.269709,-0.000657005,0.000514737,-0.000549218
12.66,0.00664501,-0.00675003,-0.00193839,0.012148,1.54306,-0.000657005,0.00415302,0.00867314
12.67,0.0067321,0.0241403,-0.00212784,-0.0499533,1.85103,-0.000657005,0.00965577,0.0132646
12.68,0.00715807,0.0610264,-0.00299748,-0.123905,1.53974,-0.000657005,-0.00241298,0.0139019
12.69,0.00792105,0.091551,-0.00454277,-0.185131,-0.358716,-0.000657005,0.0147466,0.00319553
12.7,0.00879927,0.0841115,-0.00632132,-0.170684,-1.21613,0.00345856,0.0155053,-0.00497159
12.71,0.00951804,0.0596751,-0.00778743,-0.122679,3.17229,0.00345856,0.00456229,0.0217501
12.72,0.0104314,0.122957,-0.00965267,-0.250261,-2.69013,0.00345856,0.00757721,-0.0130841
12.73,0.0113912,0.0690524,-0.011622,-0.143856,-2.09871,0.00345856,0.0144635,-0.0140498
